Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1682627,1531111,964692,1195369
Depreciation & amortization,-,580016,550152,512628
Change in working capital,-,398232,-453998,-115892
Inventory,-,-674642,-65796,-23799
Other working capital,-,1701321,-518782,1031367
Other non-cash items,-,87049,76892,80470
Net cash provided by operating activites,-,3061236,927329,1681497
Investments in property plant and equipment,-,-1359915,-1446111,-650130
Purchases of investments,-,-17212,-53862,-6507
Sales/Maturities of investments,-,464,59631,-
Other investing activites,-,5456,3528,-15651
Net cash used for investing activites,-,-1368916,-1435776,-670944
Net change in cash,-,1425668,-1451006,957832
Cash at beginning of period,-,3131818,4582824,3624992
Cash at end of period,-,4557487,3131818,4582824
Operating Cash Flow,-,3061236,927329,1681497
Capital Expenditure,-,-1359915,-1446111,-650130
Free Cash Flow,-,1701321,-518782,1031367
