Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4724000,4914000,3677000,25535000
Depreciation & amortization,-,4787000,3254000,3023000
Change in working capital,-,-121054000,-157954000,1813000
Other working capital,-,-112802000,-168513000,-9672000
Other non-cash items,-,-43078000,-70200000,-60806000
Net cash provided by operating activites,-,-106587000,-161567000,-4276000
Investments in property plant and equipment,-,-6215000,-6946000,-5396000
Purchases of investments,-,-219130000,-473425000,-556826000
Sales/Maturities of investments,-,360958000,514371000,653835000
Other investing activites,-,-1000,-2000,57000
Net cash used for investing activites,-,135919000,35197000,91712000
Net change in cash,-,26562000,-129078000,77018000
Cash at beginning of period,-,375365000,504444000,393056000
Cash at end of period,-,401928000,375365000,504444000
Operating Cash Flow,-,-106587000,-161567000,-4276000
Capital Expenditure,-,-6215000,-6946000,-5396000
Free Cash Flow,-,-112802000,-168513000,-9672000
