Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,489165,473008,478927,414396
Liabilities,,,,
Total Liabilities,20044,32004,36445,27537
Stockholders' Equity,,,,
Common Stock,0,0,0,0
Total stockholders' equity,469121,441004,442482,386859
Total liabilities and stockholders' equity,489165,473008,478927,414396
