Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,863500000,857776000,853831000
Liabilities,,,
Total Liabilities,824431000,819538000,815813000
Stockholders' Equity,,,
Common Stock,13233000,0,13233000
Retained Earnings,10732000,10297000,10143000
Total stockholders' equity,39069000,38236000,38018000
Total liabilities and stockholders' equity,863500000,857776000,853831000
