Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1512772,528841,-1493762,-1217300
Depreciation & amortization,5239012,4441124,3458911,2324965
Change in working capital,194157,-29783,-900665,-1456293
Inventory,385059,549130,385684,-733849
Other working capital,4574002,4168902,-445369,-202260
Other non-cash items,739569,653978,114465,78321
Net cash provided by operating activites,6198419,4800594,531510,150155
Investments in property plant and equipment,-1624417,-631692,-976879,-352415
Acquisitions net,-,-,-66810,-
Purchases of investments,-,-400104,-49920,-20879
Sales/Maturities of investments,-,150000,-,644987
Other investing activites,-44638,-4594,-410146,4274
Net cash used for investing activites,-1807231,-1195812,-1531168,188759
Net change in cash,3573005,1679250,821682,2984389
Cash at beginning of period,4418890,5055213,4233531,1249141
Cash at end of period,7960281,6734463,5055213,4233531
Operating Cash Flow,6198419,4800594,531510,150155
Capital Expenditure,-1624417,-631692,-976879,-352415
Free Cash Flow,4574002,4168902,-445369,-202260
