Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,9759776000,9500510000,9093714000
Liabilities,,,
Total Liabilities,9338715000,9069565000,8685103000
Stockholders' Equity,,,
Common Stock,121101000,121101000,121101000
Retained Earnings,143718000,133386000,124280000
Total stockholders' equity,415403000,424942000,402628000
Total liabilities and stockholders' equity,9759776000,9500510000,9093714000
