Breakdown,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Total Assets,780339,856572,759345,608786
Liabilities,,,,
Total Liabilities,64194,74504,70885,62706
Stockholders' Equity,,,,
Common Stock,18676,18676,18676,18676
Total stockholders' equity,716145,782068,688460,546080
Total liabilities and stockholders' equity,780339,856572,759345,608786
