Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,34694000,42813000,44335000,25602000
Depreciation & amortization,28593000,23964000,20920000,19601000
Change in working capital,-8700000,-14760000,-7135000,-20684000
Inventory,-5261000,-16054000,-8095000,-6348000
Other working capital,-4626000,-9802000,26810000,13207000
Other non-cash items,2933000,-3101000,6564000,2292000
Net cash provided by operating activites,51408000,43704000,65707000,49764000
Investments in property plant and equipment,-56034000,-53506000,-38897000,-36557000
Acquisitions net,-,-13842000,-,-
Purchases of investments,-1574000,-1498000,-837000,-17712000
Sales/Maturities of investments,1246000,20405000,12696000,1002000
Other investing activites,1984000,-372000,-242000,-1078000
Net cash used for investing activites,-52830000,-48380000,-26422000,-53410000
Net change in cash,22560000,-13128000,21558000,-5338000
Cash at beginning of period,66002000,87378000,65817000,71155000
Cash at end of period,88903000,74250000,87378000,65817000
Operating Cash Flow,51408000,43704000,65707000,49764000
Capital Expenditure,-56034000,-53506000,-38897000,-36557000
Free Cash Flow,-4626000,-9802000,26810000,13207000
