Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,8722000,10168000,10255000,10493000
Depreciation & amortization,6799000,6519000,6572000,6429000
Change in working capital,-6443000,-1701000,-129000,509000
Inventory,-197000,-237000,-428000,-107000
Other working capital,261000,4893000,7174000,7526000
Other non-cash items,1186000,1187000,160000,379000
Net cash provided by operating activites,10428000,16186000,18087000,16257000
Investments in property plant and equipment,-10167000,-11293000,-10913000,-8731000
Acquisitions net,-,-,-,-97000
Purchases of investments,-,-6485000,0,-82000
Sales/Maturities of investments,-,1000,40000,89000
Other investing activites,360000,-627000,-33000,1121000
Net cash used for investing activites,-15988000,-18033000,-10276000,-7560000
Net change in cash,-593000,3948000,2874000,4186000
Cash at beginning of period,42842000,39084000,36209000,32023000
Cash at end of period,42249000,43033000,39084000,36209000
Operating Cash Flow,10428000,16186000,18087000,16257000
Capital Expenditure,-10167000,-11293000,-10913000,-8731000
Free Cash Flow,261000,4893000,7174000,7526000
