Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,26016000,12879000,15848000,15949000
Depreciation & amortization,-,10632000,10034000,9890000
Change in working capital,-,1300000,-2453000,2264000
Inventory,-,-353000,-2324000,1733000
Other working capital,-,-16465000,4923000,-12241000
Other non-cash items,-,-3199000,497000,128000
Net cash provided by operating activites,-,20273000,18149000,23464000
Investments in property plant and equipment,-,-36738000,-13226000,-35705000
Purchases of investments,-,-157509000,-146304000,-125776000
Sales/Maturities of investments,-,149798000,144185000,128212000
Other investing activites,-,-2200000,11867000,-412000
Net cash used for investing activites,-,-21260000,4134000,-11635000
Net change in cash,-,-8428000,15759000,4367000
Cash at beginning of period,-,49961000,34202000,29835000
Cash at end of period,-,41533000,49961000,34202000
Operating Cash Flow,-,20273000,18149000,23464000
Capital Expenditure,-,-36738000,-13226000,-35705000
Free Cash Flow,-,-16465000,4923000,-12241000
