Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1023833,1030095,1004327,691100
Depreciation & amortization,-,189957,182456,224758
Change in working capital,-,2469989,-3016969,443085
Inventory,-,-244215,-279005,389696
Other working capital,-,3470872,-2276394,1141832
Other non-cash items,-,32778,38737,507
Net cash provided by operating activites,-,3579665,-1964813,1216488
Investments in property plant and equipment,-,-108793,-311581,-74656
Purchases of investments,-,-821935,-,-
Sales/Maturities of investments,-,1494771,-,-
Other investing activites,-,-61970,-798142,-288349
Net cash used for investing activites,-,505408,-1110205,-344246
Net change in cash,-,1803879,-918136,881917
Cash at beginning of period,-,3646682,4564818,3682901
Cash at end of period,-,5450561,3646682,4564818
Operating Cash Flow,-,3579665,-1964813,1216488
Capital Expenditure,-,-108793,-311581,-74656
Free Cash Flow,-,3470872,-2276394,1141832
