Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1415459,1167108,1076674,669298
Depreciation & amortization,-,52033,22582,12496
Change in working capital,-,-1154424,-5661515,-1295345
Inventory,-,-1302620,-5788833,-1245424
Other working capital,-,-34071,-4530948,-998552
Other non-cash items,-,147210,532755,18548
Net cash provided by operating activites,-,-32873,-4224154,-705842
Investments in property plant and equipment,-,-1198,-306794,-292710
Acquisitions net,-,-29880,-11240,-
Purchases of investments,-,-,-20000,-39900
Sales/Maturities of investments,-,31826,-,-
Other investing activites,-,44402,-26844,195
Net cash used for investing activites,-,-191344,-441460,-351175
Net change in cash,-,476169,833776,135731
Cash at beginning of period,-,3714933,2881157,2745425
Cash at end of period,-,4191103,3714933,2881157
Operating Cash Flow,-,-32873,-4224154,-705842
Capital Expenditure,-,-1198,-306794,-292710
Free Cash Flow,-,-34071,-4530948,-998552
