Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,3827000,2415000,1831000,1965000,2245000
Depreciation & amortization,2046000,1989000,1954000,1729000,1457000
Change in working capital,1353000,-3222000,-7287000,102000,2512000
Inventory,-1622000,-5254000,284000,-1630000,-451000
Other working capital,8387000,4086000,-4521000,2545000,4830000
Other non-cash items,1092000,3598000,553000,24000,-328000
Net cash provided by operating activites,10113000,5543000,-2476000,4610000,6904000
Investments in property plant and equipment,-1726000,-1457000,-2045000,-2065000,-2074000
Purchases of investments,-751000,-602000,-58000,-3000,-195000
Sales/Maturities of investments,-,14000,31000,42000,92000
Other investing activites,-243000,-370000,-190000,-244000,-157000
Net cash used for investing activites,-2552000,-2280000,-2091000,-1977000,-2267000
Net change in cash,5921000,848000,-7413000,1098000,2881000
Cash at beginning of period,15559000,15532000,22945000,21847000,18966000
Cash at end of period,21475000,16380000,15532000,22945000,21847000
Operating Cash Flow,10113000,5543000,-2476000,4610000,6904000
Capital Expenditure,-1726000,-1457000,-2045000,-2065000,-2074000
Free Cash Flow,8387000,4086000,-4521000,2545000,4830000
