Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,-31888000,-31888000,142282000,110585000,37995000
Depreciation & amortization,106370000,106370000,72429000,54376000,44257000
Change in working capital,216192000,216192000,52175000,13486000,-96187000
Other working capital,111082000,111082000,58033000,83558000,-24282000
Other non-cash items,67587000,67587000,-108373000,-20221000,36612000
Net cash provided by operating activites,318320000,318320000,145615000,162056000,30700000
Investments in property plant and equipment,-207238000,-207238000,-87582000,-78498000,-54982000
Acquisitions net,-21605000,-21605000,-13103000,-26352000,-53013000
Purchases of investments,-569988000,-569988000,-421628000,-395870000,-331495000
Sales/Maturities of investments,542868000,542868000,416868000,304514000,393802000
Other investing activites,-30327000,-30327000,816000,-7512000,18847000
Net cash used for investing activites,-286290000,-286290000,-67569000,-203718000,-26841000
Net change in cash,488315000,488315000,289361000,152612000,47240000
Cash at beginning of period,990242000,990242000,700881000,548269000,501029000
Cash at end of period,1478557000,1478557000,990242000,700881000,548269000
Operating Cash Flow,318320000,318320000,145615000,162056000,30700000
Capital Expenditure,-207238000,-207238000,-87582000,-78498000,-54982000
Free Cash Flow,111082000,111082000,58033000,83558000,-24282000
