Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21340000,40219000,17993000,13789000
Depreciation & amortization,-,5926000,3667000,4180000
Change in working capital,-,-15384000,1552000,-4201000
Other working capital,-,8934000,20576000,7327000
Other non-cash items,-,412000,318000,439000
Net cash provided by operating activites,-,12770000,24800000,15504000
Investments in property plant and equipment,-,-3836000,-4224000,-8177000
Acquisitions net,-,-16961000,-,-
Purchases of investments,-,-484000,-429000,-443000
Sales/Maturities of investments,-,253000,1000,1730000
Other investing activites,-,-19000,-35000,72000
Net cash used for investing activites,-,-17609000,-4538000,-6027000
Net change in cash,-,-9877000,15101000,-796000
Cash at beginning of period,-,30343000,15241000,16037000
Cash at end of period,-,41469000,30343000,15241000
Operating Cash Flow,-,12770000,24800000,15504000
Capital Expenditure,-,-3836000,-4224000,-8177000
Free Cash Flow,-,8934000,20576000,7327000
