Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,51379000,66790000,91648000,-18540000
Depreciation & amortization,43028000,43541000,46865000,44232000
Change in working capital,-11171000,738000,-48956000,-66300000
Inventory,-23596000,-14573000,-17645000,-46634000
Other working capital,43196000,63560000,25285000,-114713000
Other non-cash items,-5573000,-15769000,11474000,12240000
Net cash provided by operating activites,85577000,114744000,79405000,43796000
Investments in property plant and equipment,-42381000,-51184000,-54120000,-158509000
Acquisitions net,-80145000,-49169000,-13609000,-14687000
Purchases of investments,-1123000,-21690000,-11121000,-5024000
Sales/Maturities of investments,16712000,29414000,15393000,9081000
Other investing activites,-2267000,-1604000,-1594000,3173000
Net cash used for investing activites,-171867000,-142354000,-22994000,-143219000
Net change in cash,-48600000,-56657000,-35248000,-27532000
Cash at beginning of period,161918000,137330000,170293000,197825000
Cash at end of period,113318000,81261000,135045000,170293000
Operating Cash Flow,85577000,114744000,79405000,43796000
Capital Expenditure,-42381000,-51184000,-54120000,-158509000
Free Cash Flow,43196000,63560000,25285000,-114713000
