Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,231543,249750,228536,229330
Liabilities,,,,
Total Liabilities,9545,14730,3914,20562
Stockholders' Equity,,,,
Common Stock,208207,204737,198690,182725
Retained Earnings,-20356,-14333,-14333,-8407
Accumulated other comprehensive income,34147,44617,40266,34451
Total stockholders' equity,221999,235020,224623,208768
Total liabilities and stockholders' equity,231543,249750,228536,229330
