Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6463000,6996000,7086000,8954000
Depreciation & amortization,-,5064000,5025000,4763000
Change in working capital,-,-789000,-1102000,-2397000
Inventory,-,-925000,616000,434000
Other working capital,-,6747000,2633000,8285000
Other non-cash items,-,1789000,-2258000,3291000
Net cash provided by operating activites,-,13452000,8699000,14342000
Investments in property plant and equipment,-,-6705000,-6066000,-6057000
Acquisitions net,-,-1759000,-,-
Purchases of investments,-,-157000,-903000,-27000
Other investing activites,-,-1087000,-123000,-42000
Net cash used for investing activites,-,-9693000,-7076000,-6039000
Net change in cash,-,3201000,-22000,1686000
Cash at beginning of period,-,18750000,18772000,17085000
Cash at end of period,-,21952000,18750000,18772000
Operating Cash Flow,-,13452000,8699000,14342000
Capital Expenditure,-,-6705000,-6066000,-6057000
Free Cash Flow,-,6747000,2633000,8285000
