Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,237296,141107,170025,62931
Depreciation & amortization,-,49226,38719,43774
Change in working capital,-,-48453,2631,12901
Inventory,-,-52832,-1985,-6464
Other working capital,-,38133,141747,150808
Other non-cash items,-,-61076,8924,2730
Net cash provided by operating activites,-,88654,179758,175345
Investments in property plant and equipment,-,-50521,-38011,-24537
Acquisitions net,-,-24500,-10365,-
Purchases of investments,-,-751900,-,-100000
Sales/Maturities of investments,-,875864,122233,-
Other investing activites,-,14577,7654,-15861
Net cash used for investing activites,-,71772,-7570,-142068
Net change in cash,-,-80903,-130575,-285338
Cash at beginning of period,-,4252183,4382759,4668098
Cash at end of period,-,4171280,4252183,4382759
Operating Cash Flow,-,88654,179758,175345
Capital Expenditure,-,-50521,-38011,-24537
Free Cash Flow,-,38133,141747,150808
