Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,14395500,14515100,13682200,13518400
Liabilities,,,,
Total Liabilities,13287100,13419200,12672800,12548900
Stockholders' Equity,,,,
Common Stock,261600,281600,281500,295900
Retained Earnings,835900,890700,784500,725900
Total stockholders' equity,1108400,1095900,1009400,969500
Total liabilities and stockholders' equity,14395500,14515100,13682200,13518400
