Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-143.403,-448.184,-570.555,-322.64,-432.263
Other investing activites,-,-,-,-,20
Net cash used for investing activites,-123.403,-448.184,-570.555,-322.64,-412.263
Debt repayment,-,-,-50,-,-
Common stock issued,-33.668,110,310.949,133.583,491.6
Common stock repurchased,-,-1.884,-,-,-14.484
Other financing activites,-,0.05,-,-,-
Net cash used privided by (used for) financing activities,-33.618,108.166,260.949,213.583,477.116
Net change in cash,-362.672,-581.874,656.305,-5.664,-31.263
Cash at beginning of period,455.294,802.65,146.345,152.009,183.272
Cash at end of period,92.622,220.776,802.65,146.345,152.009
Capital Expenditure,-143.403,-448.184,-570.555,-322.64,-432.263
Free Cash Flow,-349.054,-690.04,395.356,-219.247,-528.379
