Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,19589000,18388000,17902000,16383000
Depreciation & amortization,-,13175000,12478000,11866000
Change in working capital,-,97000,-2269000,464000
Inventory,-,69000,83000,41000
Other working capital,-,30456000,29143000,31578000
Other non-cash items,-,199000,1076000,2759000
Net cash provided by operating activites,-,30456000,29143000,31578000
Acquisitions net,-,-1821000,-3779000,-269000
Purchases of investments,-,-416000,-1406000,-6373000
Sales/Maturities of investments,-,120000,2567000,27339000
Other investing activites,-,-18929000,-13391000,-3022000
Net cash used for investing activites,-,-20958000,-16306000,17736000
Net change in cash,-,232000,4229000,41051000
Cash at beginning of period,-,51578000,47348000,6296000
Cash at end of period,-,52293000,51578000,47348000
Operating Cash Flow,-,30456000,29143000,31578000
Free Cash Flow,-,30456000,29143000,31578000
