Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,961980,640103,523976,886657
Depreciation & amortization,-,516993,452923,448931
Change in working capital,-,-583520,1099085,-142258
Other working capital,-,-649292,1517540,430806
Other non-cash items,-,-130271,-207677,328381
Net cash provided by operating activites,-,217583,2059397,983156
Investments in property plant and equipment,-,-866875,-541857,-552350
Purchases of investments,-,-150000,-,-
Sales/Maturities of investments,-,67760,-,370874
Other investing activites,-,2096,-11164,-30801
Net cash used for investing activites,-,-960548,-407469,-133007
Net change in cash,-,-1173356,1446384,592463
Cash at beginning of period,-,8599656,7153271,6560808
Cash at end of period,-,7426299,8599656,7153271
Operating Cash Flow,-,217583,2059397,983156
Capital Expenditure,-,-866875,-541857,-552350
Free Cash Flow,-,-649292,1517540,430806
