Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,7717000,3890000,863000,11575000
Depreciation & amortization,-,8326000,10392000,8293000
Change in working capital,-,-1957000,3965000,-4145000
Inventory,-,417000,-113000,-1337000
Other working capital,-,347000,-77000,5796000
Other non-cash items,-,-613000,-276000,-193000
Net cash provided by operating activites,-,9904000,10685000,11947000
Investments in property plant and equipment,-,-9557000,-10762000,-6151000
Acquisitions net,-,-,-3713000,-1070000
Purchases of investments,-,-1000,-58000,-672000
Sales/Maturities of investments,-,230000,5082000,4473000
Other investing activites,-,642000,65000,-903000
Net cash used for investing activites,-,-8686000,-7404000,-4323000
Net change in cash,-,-733000,-1325000,1272000
Cash at beginning of period,-,19381000,20706000,19452000
Cash at end of period,-,18647000,19381000,20725000
Operating Cash Flow,-,9904000,10685000,11947000
Capital Expenditure,-,-9557000,-10762000,-6151000
Free Cash Flow,-,347000,-77000,5796000
