Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,116604,116604,112967,105296,99391
Interest Expense,21710,21710,12485,7006,5356
Income Before Tax,47075,47075,45305,39855,37749
Income Tax Expense,9600,9600,9026,10529,11215
Income from Continuing Operations,37475,37475,36279,29326,26534
Net Income,37475,37475,36279,29326,26534
Net Income available to common shareholders,37475,37475,36279,29326,26534
Basic EPS,-,-,2.45,1.99,1.81
Diluted EPS,-,-,2.43,1.98,1.80
Basic Average Shares,-,-,14840,14739,14633
Diluted Average Shares,-,-,14923,14838,14726
