Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,-3609,-3551,-19382,-11482,-6761
Depreciation & amortization,-,97.241,106.716,-,-
Stock based compensation,-,-1599,1317,-,-
Change in working capital,-,-21.651,-1136,-,-
Other working capital,-4254,-4327,-8780,-9764,-7127
Net cash provided by operating activites,-,-4327,-8714,-,-
Investments in property plant and equipment,-,-,-65.45,-219.071,-76.6
Acquisitions net,-,-,0,-742.367,-
Sales/Maturities of investments,-,-,0,0,8703
Other investing activites,-,-,-,1991,-
Net cash used for investing activites,-,3.346,429.558,1679,8626
Net change in cash,-4254,-4394,-5805,-1263,15993
Cash at beginning of period,8582,11022,16827,18063,2076
Cash at end of period,4328,6628,11022,16827,18063
Operating Cash Flow,-,-4327,-8714,-,-
Capital Expenditure,-,-,-65.45,-219.071,-76.6
Free Cash Flow,-4254,-4327,-8780,-9764,-7127
