Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,326331,345361,340739,276646
Liabilities,,,,
Total Liabilities,27321,51571,48341,39095
Stockholders' Equity,,,,
Common Stock,10819,10819,10737,10371
Retained Earnings,-,-,12452,-
Total stockholders' equity,299010,293790,292398,237551
Total liabilities and stockholders' equity,326331,345361,340739,276646
