Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,8594,8089,7966,7438,10302
Interest Expense,73,63,59,50,73
Income Before Tax,7696,7159,6242,5797,8842
Income Tax Expense,521,144,-5,414,1155
Income from Continuing Operations,7175,7015,6247,5383,7687
Net Income,7175,7015,6247,5383,7687
Net Income available to common shareholders,7175,7015,6247,5383,7687
Basic EPS,-,0.03,0.02,0.02,0.03
Diluted EPS,-,0.03,0.02,0.02,0.03
Basic Average Shares,-,269698,260969,257474,248177
Diluted Average Shares,-,269698,260969,257474,248177
