Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,639273,1010913,822689,862394
Depreciation & amortization,-,288673,244688,207536
Change in working capital,-,134610,83948,40962
Inventory,-,-3868,6424,-3957
Other working capital,-,1113875,494305,762758
Other non-cash items,-,1201,-3950,6758
Net cash provided by operating activites,-,1489284,1094225,1092393
Investments in property plant and equipment,-,-375409,-599920,-329635
Purchases of investments,-,-,-99750,-12364
Sales/Maturities of investments,-,100000,-,-
Other investing activites,-,-13988,-6485,-51436
Net cash used for investing activites,-,-289397,-706155,-393423
Net change in cash,-,832757,196919,338282
Cash at beginning of period,-,3423343,3226423,2888141
Cash at end of period,-,4256100,3423343,3226423
Operating Cash Flow,-,1489284,1094225,1092393
Capital Expenditure,-,-375409,-599920,-329635
Free Cash Flow,-,1113875,494305,762758
