Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2530000,2795000,3960000,4778000
Depreciation & amortization,-,3520000,2945000,2291000
Change in working capital,-,1117000,-1329000,389000
Inventory,-,144000,-206000,-315000
Other working capital,-,1790000,-1020000,605000
Other non-cash items,-,493000,409000,31000
Net cash provided by operating activites,-,8292000,6235000,6926000
Investments in property plant and equipment,-,-6502000,-7255000,-6321000
Acquisitions net,-,-,-26000,-
Purchases of investments,-,-11000,-13000,-22000
Sales/Maturities of investments,-,11000,166000,320000
Other investing activites,-,-110000,-134000,-28000
Net cash used for investing activites,-,-6760000,-7326000,-6055000
Net change in cash,-,-97000,-812000,2059000
Cash at beginning of period,-,7743000,8555000,6073000
Cash at end of period,-,7645000,7743000,8555000
Operating Cash Flow,-,8292000,6235000,6926000
Capital Expenditure,-,-6502000,-7255000,-6321000
Free Cash Flow,-,1790000,-1020000,605000
