Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14732000,12609000,11804000,8665000
Depreciation & amortization,1302000,1024000,831000,803000
Change in working capital,-20045000,736000,-8224000,12756000
Other working capital,-17274000,10851000,2867000,22810000
Other non-cash items,-359000,-2163000,3465000,296000
Net cash provided by operating activites,-7524000,14892000,6170000,23528000
Investments in property plant and equipment,-9750000,-4041000,-3303000,-718000
Acquisitions net,-1680000,-1312000,-3022000,-346000
Purchases of investments,-263000,-198000,-696000,-179000
Sales/Maturities of investments,3748000,1994000,586000,2931000
Other investing activites,588000,-2407000,91000,1211000
Net cash used for investing activites,-7969000,-6069000,-5685000,2329000
Net change in cash,-14758000,668000,8001000,19508000
Cash at beginning of period,46483000,54558000,46556000,26342000
Cash at end of period,31960000,55226000,54558000,46556000
Operating Cash Flow,-7524000,14892000,6170000,23528000
Capital Expenditure,-9750000,-4041000,-3303000,-718000
Free Cash Flow,-17274000,10851000,2867000,22810000
