Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1640000,2293000,2557000,2385000
Depreciation & amortization,-,815000,810000,804000
Change in working capital,-,-1567000,-2530000,486000
Inventory,-,-37000,-1638000,83000
Other working capital,-,826000,259000,3570000
Other non-cash items,-,44000,-39000,157000
Net cash provided by operating activites,-,1779000,1172000,3944000
Investments in property plant and equipment,-,-953000,-913000,-374000
Acquisitions net,-,-912000,-,-
Purchases of investments,-,-1104000,-178000,-9000
Sales/Maturities of investments,-,739000,-,-
Other investing activites,-,-93000,-765000,-59000
Net cash used for investing activites,-,-2291000,-1763000,-41000
Net change in cash,-,-1100000,-1495000,2065000
Cash at beginning of period,-,13823000,15319000,13254000
Cash at end of period,-,12723000,13823000,15319000
Operating Cash Flow,-,1779000,1172000,3944000
Capital Expenditure,-,-953000,-913000,-374000
Free Cash Flow,-,826000,259000,3570000
