Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11917000,11642000,8944000,13118000
Depreciation & amortization,11036000,9892000,9872000,9193000
Change in working capital,4978000,-120000,-3945000,708000
Inventory,6110000,14930000,-4960000,-3152000
Other working capital,25595000,26577000,11451000,4762000
Other non-cash items,-466000,5782000,3573000,2165000
Net cash provided by operating activites,26705000,28304000,21553000,19333000
Investments in property plant and equipment,-1110000,-1727000,-10102000,-14571000
Acquisitions net,-2382000,-2000,-2078000,-
Purchases of investments,-11914000,-11254000,0,0
Sales/Maturities of investments,16000,19000,7000,198000
Other investing activites,-1354000,-333000,-2999000,-620000
Net cash used for investing activites,-16003000,-12419000,-8944000,-13484000
Net change in cash,-3243000,808000,-1699000,-2319000
Cash at beginning of period,12232000,8227000,9927000,12246000
Cash at end of period,8989000,9035000,8227000,9927000
Operating Cash Flow,26705000,28304000,21553000,19333000
Capital Expenditure,-1110000,-1727000,-10102000,-14571000
Free Cash Flow,25595000,26577000,11451000,4762000
