Breakdown,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Net Income,2244130,2244130,1633046,1277630,1059376
Depreciation & amortization,580191,580191,489906,411988,327690
Change in working capital,793003,793003,228187,115638,113700
Other working capital,-8330802,-8330802,-7567655,-3583037,-12051872
Other non-cash items,408620,408620,345372,258290,190136
Net cash provided by operating activites,3755031,3755031,2495092,1908424,1588511
Investments in property plant and equipment,-12085833,-12085833,-10062747,-5491461,-13640383
Purchases of investments,-226773,-226773,-122340,-,-
Sales/Maturities of investments,503362,503362,415029,-,-
Other investing activites,-,-,0,276334,770592
Net cash used for investing activites,-11809245,-11809245,-9770058,-5215127,-12869791
Net change in cash,82902,82902,1561142,751109,1053511
Cash at beginning of period,12285069,12285069,9238887,7264413,6132278
Cash at end of period,12367971,12367971,10800030,8015523,7185789
Operating Cash Flow,3755031,3755031,2495092,1908424,1588511
Capital Expenditure,-12085833,-12085833,-10062747,-5491461,-13640383
Free Cash Flow,-8330802,-8330802,-7567655,-3583037,-12051872
