Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9354000,11174000,13160000,12508000
Depreciation & amortization,-,3582000,3622000,3714000
Change in working capital,-,-74725000,-99493000,237395000
Other working capital,-,-93199000,-80785000,245848000
Other non-cash items,-,-61069000,-33640000,-54727000
Net cash provided by operating activites,-,-88979000,-77157000,250315000
Investments in property plant and equipment,-,-4220000,-3628000,-4467000
Acquisitions net,-,-867000,-,-
Purchases of investments,-,-755578000,-394253000,-416778000
Sales/Maturities of investments,-,862495000,544567000,499264000
Other investing activites,-,-81000,-,-18000
Net cash used for investing activites,-,101846000,146719000,78001000
Net change in cash,-,10424000,84821000,326421000
Cash at beginning of period,-,818769000,733948000,407527000
Cash at end of period,-,829194000,818769000,733948000
Operating Cash Flow,-,-88979000,-77157000,250315000
Capital Expenditure,-,-4220000,-3628000,-4467000
Free Cash Flow,-,-93199000,-80785000,245848000
