Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-7128000,7104000,20495000,25098000
Depreciation & amortization,-,25001000,24141000,23137000
Change in working capital,-,-3022000,4067000,-4439000
Inventory,-,-5416000,-4243000,-1171000
Other working capital,-,-785000,17727000,31048000
Other non-cash items,-,424000,-2010000,4443000
Net cash provided by operating activites,-,36794000,49811000,55664000
Investments in property plant and equipment,-,-37579000,-32084000,-24616000
Purchases of investments,-,-4849000,-3098000,-3890000
Sales/Maturities of investments,-,0,2464000,610000
Other investing activites,-,-50000,-332000,102000
Net cash used for investing activites,-,-42299000,-32955000,-27753000
Net change in cash,-,2755000,11112000,10255000
Cash at beginning of period,-,95007000,82493000,72238000
Cash at end of period,-,98403000,95007000,82493000
Operating Cash Flow,-,36794000,49811000,55664000
Capital Expenditure,-,-37579000,-32084000,-24616000
Free Cash Flow,-,-785000,17727000,31048000
