Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,29068000,21216000,20046000,18206000
Depreciation & amortization,21533000,20436000,18939000,18085000
Change in working capital,2489000,6233000,309000,-716000
Inventory,-94000,1491000,-2269000,-3253000
Other working capital,13944000,17388000,22731000,18734000
Other non-cash items,2394000,1285000,1955000,1610000
Net cash provided by operating activites,41382000,48008000,41286000,34871000
Investments in property plant and equipment,-27438000,-30620000,-18555000,-16137000
Acquisitions net,-148000,-1113000,-1195000,-6000
Purchases of investments,-22626000,-32577000,-45838000,-41337000
Sales/Maturities of investments,13738000,37793000,37013000,39385000
Other investing activites,-1443000,1946000,-223000,-152000
Net cash used for investing activites,-16467000,-22530000,-26271000,-17840000
Net change in cash,9932000,18247000,7848000,8527000
Cash at beginning of period,89079000,80214000,72365000,63838000
Cash at end of period,99012000,98462000,80214000,72365000
Operating Cash Flow,41382000,48008000,41286000,34871000
Capital Expenditure,-27438000,-30620000,-18555000,-16137000
Free Cash Flow,13944000,17388000,22731000,18734000
