Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4008000,6743000,4373000,1767000
Depreciation & amortization,-,6281000,5816000,5508000
Change in working capital,-,-2865000,-790000,1667000
Inventory,-,-1528000,-1949000,-1239000
Other working capital,-,-3364000,1969000,8301000
Other non-cash items,-,943000,1201000,1340000
Net cash provided by operating activites,-,11466000,10429000,11612000
Investments in property plant and equipment,-,-14830000,-8460000,-3311000
Acquisitions net,-,-,-279000,-
Purchases of investments,-,-975000,-191000,-1012000
Sales/Maturities of investments,-,1000,684000,-
Other investing activites,-,-1528000,-626000,-21000
Net cash used for investing activites,-,-17292000,-8868000,-4321000
Net change in cash,-,-3770000,-2005000,-2116000
Cash at beginning of period,-,15190000,17196000,19312000
Cash at end of period,-,11419000,15190000,17196000
Operating Cash Flow,-,11466000,10429000,11612000
Capital Expenditure,-,-14830000,-8460000,-3311000
Free Cash Flow,-,-3364000,1969000,8301000
