Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-526.692,-336.948,-254.507,-236.647,-111.894
Purchases of investments,-,-50,-,-,-
Sales/Maturities of investments,-,48.778,-,-,-
Other investing activites,-,-,-,-,321.858
Net cash used for investing activites,-553.114,-338.17,-254.507,-236.647,209.964
Common stock issued,300,300,2178,263.717,-
Common stock repurchased,-,-,-23.023,-2.569,-
Net cash used privided by (used for) financing activities,300,300,2155,261.148,-
Net change in cash,-718.662,-611.165,1491,-466.307,-355.967
Cash at beginning of period,1481,1665,174.353,640.66,996.627
Cash at end of period,762.287,1054,1665,174.353,640.66
Capital Expenditure,-526.692,-336.948,-254.507,-236.647,-111.894
Free Cash Flow,-992.24,-909.943,-664.082,-727.455,-677.825
