Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,600835000,666073000,744542000,652538000
Depreciation & amortization,553273000,470922000,485502000,452341000
Change in working capital,-50957000,-38363000,110427000,58572000
Inventory,93468000,4793000,-40005000,-10565000
Other working capital,558876000,620788000,888292000,668967000
Other non-cash items,45576000,21558000,-,-
Net cash provided by operating activites,1181744000,1216014000,1511540000,1312418000
Investments in property plant and equipment,-622868000,-595226000,-623248000,-643451000
Acquisitions net,-,-10463000,-,-
Purchases of investments,-202129000,-355730000,-175992000,-158934000
Sales/Maturities of investments,445551000,658213000,203715000,128024000
Other investing activites,12397000,6737000,-122847000,-268733000
Net cash used for investing activites,-394611000,-296469000,-718372000,-943094000
Net change in cash,-424983000,-170504000,103139000,-64827000
Cash at beginning of period,582764000,390468000,289610000,354437000
Cash at end of period,157799000,219963000,392749000,289610000
Operating Cash Flow,1181744000,1216014000,1511540000,1312418000
Capital Expenditure,-622868000,-595226000,-623248000,-643451000
Free Cash Flow,558876000,620788000,888292000,668967000
