Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,746000,1579000,1506000,765137
Depreciation & amortization,-,2185000,2115000,1967755
Change in working capital,-,-857000,-804000,-130719
Inventory,-,-377000,-384000,393389
Other working capital,-,2848000,2880000,2384600
Other non-cash items,-,109000,-43000,-420628
Net cash provided by operating activites,-,2848000,2880000,2384600
Acquisitions net,-,-,0,-
Purchases of investments,-,-131000,-70000,-229930
Sales/Maturities of investments,-,335000,115000,500
Other investing activites,-,-2277000,-1969000,-2870777
Net cash used for investing activites,-,-1832000,-1633000,-2871948
Net change in cash,-,61000,91000,-656388
Cash at beginning of period,-,4222000,4131000,4788069
Cash at end of period,-,4286000,4222000,4131680
Operating Cash Flow,-,2848000,2880000,2384600
Free Cash Flow,-,2848000,2880000,2384600
