Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,3434000,2596000,3749000,3710000
Depreciation & amortization,-,5393000,5227000,5225000
Change in working capital,-,-1804000,658000,-1524000
Inventory,-,-1284000,-458000,-489000
Other working capital,-,-2889000,6903000,7950000
Other non-cash items,-,905000,782000,1411000
Net cash provided by operating activites,-,6630000,9637000,9180000
Investments in property plant and equipment,-,-9519000,-2734000,-1230000
Acquisitions net,-,-3000,-6000,-197000
Purchases of investments,-,-1201000,-3257000,-1000
Sales/Maturities of investments,-,-,100000,-
Other investing activites,-,3919000,-1094000,-1777000
Net cash used for investing activites,-,-6707000,-6856000,-2496000
Net change in cash,-,3572000,-1705000,2514000
Cash at beginning of period,-,15139000,16844000,14329000
Cash at end of period,-,18711000,15139000,16844000
Operating Cash Flow,-,6630000,9637000,9180000
Capital Expenditure,-,-9519000,-2734000,-1230000
Free Cash Flow,-,-2889000,6903000,7950000
