Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-6749,-3475,-60.276,-100.836,-
Net cash used for investing activites,-6749,-3475,-60.276,-100.836,-
Common stock issued,5719,4250,6892,5910,2180
Common stock repurchased,-337.568,-316.999,-454.229,-330.511,-130.068
Net cash used privided by (used for) financing activities,5378,3933,6438,5579,2050
Net change in cash,442.673,-261.911,229.741,1467,210.836
Cash at beginning of period,1166,2202,1961,495.173,284.337
Cash at end of period,1608,1953,2202,1961,495.173
Capital Expenditure,-6749,-3475,-60.276,-100.836,-
Free Cash Flow,-4935,-4195,-6208,-4112,-1839
