Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,113296,113296,72971,59466,42696
Interest Expense,1068,1068,2303,1745,1634
Income Before Tax,18077,18077,18213,4928,6277
Income Tax Expense,7456,7456,-6,1145,-337
Income from Continuing Operations,10621,10621,18219,3783,6614
Net Income,10621,10621,18219,3783,6614
Net Income available to common shareholders,10621,10621,18219,3783,6614
Basic EPS,-,-,0.81,0.17,0.29
Diluted EPS,-,-,0.81,0.17,0.29
Basic Average Shares,-,-,22625,22625,22625
Diluted Average Shares,-,-,22625,22625,22625
