Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-543000,166000,130000,1416000
Depreciation & amortization,-,4471000,5773000,4108000
Change in working capital,-,-657000,714000,-1728000
Inventory,-,-64000,-305000,-356000
Other working capital,-,-1242000,1019000,-2336000
Other non-cash items,-,1136000,803000,1060000
Net cash provided by operating activites,-,3975000,5365000,3480000
Investments in property plant and equipment,-,-5217000,-4346000,-5816000
Acquisitions net,-,-897000,-,-
Purchases of investments,-,-5000,-6000,-3000
Sales/Maturities of investments,-,701000,573000,659000
Other investing activites,-,152000,-196000,-458000
Net cash used for investing activites,-,-5325000,-3953000,-5598000
Net change in cash,-,-320000,-890000,-154000
Cash at beginning of period,-,11193000,12083000,12217000
Cash at end of period,-,10872000,11193000,12083000
Operating Cash Flow,-,3975000,5365000,3480000
Capital Expenditure,-,-5217000,-4346000,-5816000
Free Cash Flow,-,-1242000,1019000,-2336000
