Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8123000,6503000,8182000,5084000
Depreciation & amortization,-,14423000,13818000,12353000
Change in working capital,-,-7668000,-11374000,-5982000
Inventory,-,-2805000,-3600000,-159000
Other working capital,-,-6761000,-8110000,-7546000
Other non-cash items,-,23000,339000,215000
Net cash provided by operating activites,-,13580000,13164000,13350000
Investments in property plant and equipment,-,-20341000,-21274000,-20896000
Purchases of investments,-,0,-302000,-6000
Sales/Maturities of investments,-,104000,15000,1619000
Other investing activites,-,248000,-120000,-470000
Net cash used for investing activites,-,-19765000,-20954000,-19677000
Net change in cash,-,2872000,-17292000,8733000
Cash at beginning of period,-,27439000,44732000,35628000
Cash at end of period,-,30312000,27439000,44732000
Operating Cash Flow,-,13580000,13164000,13350000
Capital Expenditure,-,-20341000,-21274000,-20896000
Free Cash Flow,-,-6761000,-8110000,-7546000
