Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4743000,3576000,2657000,2543200
Depreciation & amortization,-,4640000,5007000,4654710
Change in working capital,-,-839000,-1346000,-1373869
Inventory,-,-592000,-1131000,-1444627
Other working capital,-,1821000,3047000,1458867
Other non-cash items,-,-663000,1212000,-571285
Net cash provided by operating activites,-,7023000,7857000,5197220
Investments in property plant and equipment,-,-5202000,-4810000,-3738353
Acquisitions net,-,-,-,-2686711
Purchases of investments,-,-416000,-,-1519
Sales/Maturities of investments,-,16000,4000,242227
Other investing activites,-,549000,407000,-99678
Net cash used for investing activites,-,-4951000,900000,-6065460
Net change in cash,-,3801000,4728000,-1301725
Cash at beginning of period,-,15484000,10755000,12057411
Cash at end of period,-,19286000,15484000,10755686
Operating Cash Flow,-,7023000,7857000,5197220
Capital Expenditure,-,-5202000,-4810000,-3738353
Free Cash Flow,-,1821000,3047000,1458867
