Breakdown,12/31/2019,12/31/2018,12/31/2017,6/30/2016
Total Assets,1058106,1019880,972994,702082
Liabilities,,,,
Total Liabilities,393348,379990,343736,173973
Stockholders' Equity,,,,
Common Stock,6032,6029,6029,5013
Retained Earnings,175891,121215,80841,43345
Total stockholders' equity,664758,639890,629258,528109
Total liabilities and stockholders' equity,1058106,1019880,972994,702082
