Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1389201,243435,926709,755781
Depreciation & amortization,-,959861,1099504,1083451
Change in working capital,-,1688906,134022,-2472586
Inventory,-,-380247,114702,-180963
Other working capital,-,956314,1277985,922
Other non-cash items,-,249747,196242,477862
Net cash provided by operating activites,-,1987276,3390030,487613
Investments in property plant and equipment,-,-1030962,-2112045,-486691
Acquisitions net,-,-,-,-1587806
Purchases of investments,-,-55478,-6110,-5155
Sales/Maturities of investments,-,-,154123,-
Other investing activites,-,-35962,-188250,-96382
Net cash used for investing activites,-,-373417,-1480084,-2143885
Net change in cash,-,-4317,937172,-1600036
Cash at beginning of period,-,5734337,4797164,6397200
Cash at end of period,-,5730020,5734337,4797164
Operating Cash Flow,-,1987276,3390030,487613
Capital Expenditure,-,-1030962,-2112045,-486691
Free Cash Flow,-,956314,1277985,922
