Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Revenue,1053000,1050000,1052000,1029000,1056000
Interest Expense,988000,1097000,1104000,1120000,1221000
Income Before Tax,346000,435000,493000,507000,496000
Income Tax Expense,111000,137000,157000,155000,158000
Income from Continuing Operations,235000,298000,336000,352000,338000
Net Income,235000,298000,336000,352000,338000
Net Income available to common shareholders,235000,298000,336000,352000,338000
Basic EPS,-,-,0.85,0.91,0.90
Diluted EPS,-,-,0.81,0.88,0.85
Basic Average Shares,-,-,393418,386862,376043
Diluted Average Shares,-,-,413793,400911,395322
