Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-2670,-1541,-537.362,-207.885,-492.438
Purchases of investments,-,-,-25.491,-,-
Other investing activites,-,-19.438,-10.671,-479.184,-
Net cash used for investing activites,-2373,-1560,-548.033,-687.069,-492.438
Debt repayment,-,-25.311,-,-632.696,-219.4
Common stock issued,7524,5009,4500,1658,4375
Common stock repurchased,-321.463,-223.686,-292.686,-144,-174.739
Other financing activites,-,-,-,-,132.885
Net cash used privided by (used for) financing activities,7196,4811,4207,881.08,4653
Net change in cash,1354,297.877,911.773,-2629,4136
Cash at beginning of period,4198,2133,1270,3903,-233.632
Cash at end of period,5552,2361,2133,1270,3903
Capital Expenditure,-2670,-1541,-537.362,-207.885,-492.438
Free Cash Flow,-6139,-4494,-3285,-3030,-516.932
