Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-685.182,-910.945,-428.035,-360.898,-455.097
Other investing activites,-4.018,-303.38,-232,-1.28,-83.371
Net cash used for investing activites,-639.2,-1214,-660.035,-362.178,-538.468
Debt repayment,-,-,-627.499,-4.958,-
Common stock issued,-,1395,1450,1902,130
Common stock repurchased,-,-79.528,-105.758,-107.068,-13.593
Net cash used privided by (used for) financing activities,2594,3315,2717,2790,466.407
Net change in cash,-46.156,-320.077,198.458,647.021,-741.734
Cash at beginning of period,54.503,790.307,591.849,-55.172,686.562
Cash at end of period,8.347,470.23,790.307,591.849,-55.172
Capital Expenditure,-685.182,-910.945,-428.035,-360.898,-455.097
Free Cash Flow,-2686,-3332,-2286,-2142,-1125
