Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10627000,13779000,14666000,14596000
Depreciation & amortization,-,12844000,11405000,10910000
Change in working capital,-,-5396000,1175000,-2617000
Inventory,-,-4664000,-3486000,-1188000
Other working capital,-,24197000,27657000,25434000
Other non-cash items,-,1640000,-452000,973000
Net cash provided by operating activites,-,24197000,27657000,25434000
Acquisitions net,-,-15634000,-141000,-407000
Purchases of investments,-,-212000,-11000,-229000
Sales/Maturities of investments,-,328000,0,19000
Other investing activites,-,-16649000,-17237000,-12823000
Net cash used for investing activites,-,-32088000,-17389000,-13420000
Net change in cash,-,4374000,-2548000,7279000
Cash at beginning of period,-,31712000,34142000,26422000
Cash at end of period,-,36087000,31712000,34142000
Operating Cash Flow,-,24197000,27657000,25434000
Free Cash Flow,-,24197000,27657000,25434000
