Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1299328,344019,793862,713993
Depreciation & amortization,-,313112,386892,405885
Change in working capital,-,-146060,589468,-1014141
Inventory,-,-272753,566917,-690283
Other working capital,-,1027375,954746,-857537
Other non-cash items,-,21191,4076,-71908
Net cash provided by operating activites,-,1219075,1676606,-621212
Investments in property plant and equipment,-,-191700,-721860,-236325
Acquisitions net,-,-,-21083,-
Purchases of investments,-,-38579,-1355,-1383
Sales/Maturities of investments,-,737173,65299,292950
Other investing activites,-,-2,-1,-2
Net cash used for investing activites,-,565570,-728724,667245
Net change in cash,-,980447,559774,-724802
Cash at beginning of period,-,2643407,2083633,2808436
Cash at end of period,-,3673473,2643407,2083633
Operating Cash Flow,-,1219075,1676606,-621212
Capital Expenditure,-,-191700,-721860,-236325
Free Cash Flow,-,1027375,954746,-857537
