Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2794556,2634850,2237787,2125162
Depreciation & amortization,-,421429,472005,396195
Change in working capital,-,-7790,80701,-297212
Other working capital,-,2705270,2480810,1698133
Other non-cash items,-,-41271,29930,-2040
Net cash provided by operating activites,-,3150371,2972109,2095006
Investments in property plant and equipment,-,-445101,-491299,-396873
Acquisitions net,-,-,-122802,-112006
Purchases of investments,-,-2059002,-1896638,-2153918
Sales/Maturities of investments,-,1648355,1048939,2144805
Other investing activites,-,23081,-12429,8265
Net cash used for investing activites,-,-832667,-1459448,-472588
Net change in cash,-,524343,1086804,1403031
Cash at beginning of period,-,7365086,6278282,4640819
Cash at end of period,-,7912520,7365086,6278282
Operating Cash Flow,-,3150371,2972109,2095006
Capital Expenditure,-,-445101,-491299,-396873
Free Cash Flow,-,2705270,2480810,1698133
