Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,29796000,29796000,27277000,22599000,19742000
Depreciation & amortization,18924000,18924000,18157000,16676000,15907000
Change in working capital,-24276000,-24276000,-27411000,-60623000,7784000
Inventory,-34533000,-34533000,-23273000,-67501000,6387000
Other working capital,24096000,24096000,19748000,-14196000,38783000
Other non-cash items,3840000,3840000,6839000,650000,-1471000
Net cash provided by operating activites,24096000,24096000,19748000,-14196000,38783000
Acquisitions net,-4250000,-4250000,-6235000,-11390000,-637000
Purchases of investments,-8721000,-8721000,-12392000,-4057000,-7880000
Sales/Maturities of investments,3800000,3800000,10298000,4649000,8236000
Other investing activites,-60313000,-60313000,-36261000,-43073000,-37352000
Net cash used for investing activites,-64082000,-64082000,-63577000,-64508000,-53024000
Net change in cash,7794000,7794000,-9513000,-825000,-5164000
Cash at beginning of period,31702000,31702000,41227000,42053000,47217000
Cash at end of period,39497000,39497000,31702000,41227000,42053000
Operating Cash Flow,24096000,24096000,19748000,-14196000,38783000
Free Cash Flow,24096000,24096000,19748000,-14196000,38783000
