Breakdown,ttm,12/31/2019,12/31/2018,3/31/2017
Net Income,-5191000,-5191000,161168000,18629000
Depreciation & amortization,17873000,17873000,13067000,4430000
Change in working capital,15011000,15011000,-1080000,252000
Inventory,-2170000,-2170000,4441000,2048000
Other working capital,1232000,1232000,-35451000,-95514000
Other non-cash items,10270000,10270000,-147881000,349000
Net cash provided by operating activites,29468000,29468000,15280000,23780000
Investments in property plant and equipment,-28236000,-28236000,-50731000,-119294000
Purchases of investments,-11000,-11000,-410000,-18000
Sales/Maturities of investments,-,-,207218000,-
Other investing activites,-1047000,-1047000,332000,347000
Net cash used for investing activites,-28897000,-28897000,154849000,-120584000
Net change in cash,-7644000,-7644000,10276000,67545000
Cash at beginning of period,45870000,45870000,35594000,51518000
Cash at end of period,38226000,38226000,45870000,119038000
Operating Cash Flow,29468000,29468000,15280000,23780000
Capital Expenditure,-28236000,-28236000,-50731000,-119294000
Free Cash Flow,1232000,1232000,-35451000,-95514000
