Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,1531000,1515000,1529600,1430700,1386600
Interest Expense,1193300,1353700,1354400,1405100,1526700
Income Before Tax,467300,552000,634500,628300,606900
Income Tax Expense,147900,175200,200000,198700,191300
Income from Continuing Operations,319400,376800,434500,429600,415600
Net Income,319400,376800,434500,429600,415600
Net Income available to common shareholders,319400,376800,434500,429600,415600
Basic EPS,-,0.77,0.90,0.91,0.90
Diluted EPS,-,0.70,0.81,0.83,0.81
Basic Average Shares,-,489004,483353,472416,459536
Diluted Average Shares,-,540603,535099,518215,511193
