Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,172443,175224,179176,138816
Liabilities,,,,
Total Liabilities,3406,943,2832,455
Stockholders' Equity,,,,
Common Stock,6986,6986,6986,6986
Total stockholders' equity,169037,174281,176344,138361
Total liabilities and stockholders' equity,172443,175224,179176,138816
