Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2022669,1856240,1807279,1758246
Liabilities,,,,
Total Liabilities,1214263,1137596,1106263,1087520
Stockholders' Equity,,,,
Common Stock,177,176,175,174
Retained Earnings,661553,616717,570693,553995
Accumulated other comprehensive income,28190,-10706,24269,15843
Total stockholders' equity,808406,718644,701016,670726
Total liabilities and stockholders' equity,2022669,1856240,1807279,1758246
