Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,114542000,178759000,215730000,159956000
Depreciation & amortization,161472000,148926000,150877000,163397000
Change in working capital,70400000,52312000,-30040000,-16530000
Inventory,28294000,-7431000,-23449000,-50386000
Other working capital,67506000,131930000,239317000,174261000
Other non-cash items,-14571000,372000,47219000,25141000
Net cash provided by operating activites,322091000,383437000,445171000,366315000
Investments in property plant and equipment,-254585000,-251507000,-205854000,-192054000
Purchases of investments,-808360000,-819455000,-729488000,-297947000
Sales/Maturities of investments,826444000,730247000,775840000,268519000
Other investing activites,7267000,89867000,-182083000,-67082000
Net cash used for investing activites,-229234000,-250848000,-341585000,-288564000
Net change in cash,114868000,-127749000,-13185000,163942000
Cash at beginning of period,404010000,600846000,614031000,450088000
Cash at end of period,518071000,473097000,600846000,614031000
Operating Cash Flow,322091000,383437000,445171000,366315000
Capital Expenditure,-254585000,-251507000,-205854000,-192054000
Free Cash Flow,67506000,131930000,239317000,174261000
