Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1928000,1928000,1922614,1011088,745611
Depreciation & amortization,548000,548000,958004,1109960,991335
Change in working capital,-760000,-760000,-84496,504620,-1658719
Inventory,225000,225000,-243967,-,-
Other working capital,639000,639000,490281,832931,-101095
Other non-cash items,542000,542000,477243,257435,267951
Net cash provided by operating activites,1405000,1405000,1497721,2047411,1134747
Investments in property plant and equipment,-766000,-766000,-1007440,-1214480,-1235842
Acquisitions net,-327000,-327000,-67832,-,-
Purchases of investments,-234000,-234000,-606251,-554329,-1004271
Sales/Maturities of investments,919000,919000,2366172,408990,2067784
Other investing activites,-253000,-253000,712962,-724360,41575
Net cash used for investing activites,-35000,-35000,3593373,-1883229,-88262
Net change in cash,799000,799000,4107447,-2816913,8009559
Cash at beginning of period,19598000,19598000,15417161,18234074,10136632
Cash at end of period,20398000,20398000,19598817,15417161,18234074
Operating Cash Flow,1405000,1405000,1497721,2047411,1134747
Capital Expenditure,-766000,-766000,-1007440,-1214480,-1235842
Free Cash Flow,639000,639000,490281,832931,-101095
