Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-281.973,-95.15,-249.935
Net cash used for investing activites,215.997,202.463,-281.973,-95.15,-249.935
Debt repayment,-503.892,-363.36,-371.918,-933.933,-688.038
Common stock issued,417.781,252.12,380.5,886.004,696
Other financing activites,20,60,-,-,-
Net cash used privided by (used for) financing activities,152.101,121.672,178.555,718.652,592.242
Net change in cash,55.55,58.647,-274.978,253.922,-177.489
Cash at beginning of period,29.702,24.069,299.047,45.125,222.614
Cash at end of period,85.252,82.716,24.069,299.047,45.125
Capital Expenditure,-,-,-281.973,-95.15,-249.935
Free Cash Flow,-312.548,-265.488,-453.533,-464.73,-769.731
