Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,46953000,54908000,51361000,49408000
Depreciation & amortization,-,58539000,58559000,51097000
Change in working capital,-,-65310000,-32070000,-24042000
Inventory,-,-20579000,-42322000,-13632000
Other working capital,-,-19851000,19236000,-18942000
Other non-cash items,-,6631000,5283000,974000
Net cash provided by operating activites,-,48653000,86473000,75758000
Investments in property plant and equipment,-,-68504000,-67237000,-94700000
Acquisitions net,-,-6569000,-160000,-
Purchases of investments,-,-73000,-509000,-60000
Sales/Maturities of investments,-,1553000,3404000,897000
Other investing activites,-,-896000,603000,-538000
Net cash used for investing activites,-,-72284000,-62781000,-92583000
Net change in cash,-,-3145000,13454000,-2825000
Cash at beginning of period,-,44577000,31123000,33949000
Cash at end of period,-,40681000,44577000,31123000
Operating Cash Flow,-,48653000,86473000,75758000
Capital Expenditure,-,-68504000,-67237000,-94700000
Free Cash Flow,-,-19851000,19236000,-18942000
